"t","c"
"2013-02-20 00:00:00","1025014"
"2013-02-21 00:00:00","1076158"
"2013-02-22 00:00:00","1117476"
"2013-02-23 00:00:00","1169624"
"2013-02-24 00:00:00","949566"
"2013-02-25 00:00:00","903910"
"2013-02-26 00:00:00","993224"
"2013-02-27 00:00:00","1018066"
"2013-02-28 00:00:00","1049780"
"2013-03-01 00:00:00","1128984"
"2013-03-02 00:00:00","1169308"
"2013-03-03 00:00:00","986624"
"2013-03-04 00:00:00","933182"
"2013-03-05 00:00:00","987630"
"2013-03-06 00:00:00","1036618"
"2013-03-07 00:00:00","1076632"
"2013-03-08 00:00:00","1091174"
"2013-03-09 00:00:00","1124400"
"2013-03-10 00:00:00","936674"
"2013-03-11 00:00:00","902966"
"2013-03-12 00:00:00","989844"
"2013-03-13 00:00:00","1029686"
"2013-03-14 00:00:00","1105320"
"2013-03-15 00:00:00","1118720"
"2013-03-16 00:00:00","1148112"
"2013-03-17 00:00:00","987468"
"2013-03-18 00:00:00","916124"
"2013-03-19 00:00:00","954056"
"2013-03-20 00:00:00","987558"
"2013-03-21 00:00:00","1010006"
"2013-03-22 00:00:00","1096494"
"2013-03-23 00:00:00","1106664"
"2013-03-24 00:00:00","936002"
"2013-03-25 00:00:00","877856"
"2013-03-26 00:00:00","920802"
"2013-03-27 00:00:00","973706"
"2013-03-28 00:00:00","1024450"
"2013-03-29 00:00:00","1038008"
"2013-03-30 00:00:00","1009074"
"2013-03-31 00:00:00","894314"
"2013-04-01 00:00:00","857994"
"2013-04-02 00:00:00","991098"
"2013-04-03 00:00:00","1027728"
"2013-04-04 00:00:00","1065180"
"2013-04-05 00:00:00","1108872"
"2013-04-06 00:00:00","1066354"
"2013-04-07 00:00:00","922330"
"2013-04-08 00:00:00","881040"
"2013-04-09 00:00:00","954322"
"2013-04-10 00:00:00","1006422"
"2013-04-11 00:00:00","1050412"
"2013-04-12 00:00:00","1129720"
"2013-04-13 00:00:00","1110436"
"2013-04-14 00:00:00","971412"
"2013-04-15 00:00:00","922152"
"2013-04-16 00:00:00","962260"
"2013-04-17 00:00:00","1003680"
"2013-04-18 00:00:00","1052110"
"2013-04-19 00:00:00","1088120"
"2013-04-20 00:00:00","1141858"
"2013-04-21 00:00:00","966648"
"2013-04-22 00:00:00","915244"
"2013-04-23 00:00:00","997604"
"2013-04-24 00:00:00","1001102"
"2013-04-25 00:00:00","1037148"
"2013-04-26 00:00:00","1078030"
"2013-04-27 00:00:00","1076634"
"2013-04-28 00:00:00","935800"
"2013-04-29 00:00:00","918228"
"2013-04-30 00:00:00","960998"
"2013-05-01 00:00:00","993308"
"2013-05-02 00:00:00","1046300"
"2013-05-03 00:00:00","1101918"
"2013-05-04 00:00:00","1109122"
"2013-05-05 00:00:00","976792"
"2013-05-06 00:00:00","936256"
"2013-05-07 00:00:00","981610"
"2013-05-08 00:00:00","1018622"
"2013-05-09 00:00:00","1053504"
"2013-05-10 00:00:00","1076622"
"2013-05-11 00:00:00","1080264"
"2013-05-12 00:00:00","922386"
"2013-05-13 00:00:00","920248"
"2013-05-14 00:00:00","980694"
"2013-05-15 00:00:00","1016718"
"2013-05-16 00:00:00","1056320"
"2013-05-17 00:00:00","1067646"
"2013-05-18 00:00:00","1071852"
"2013-05-19 00:00:00","979420"
"2013-05-20 00:00:00","933556"
"2013-05-21 00:00:00","999048"
"2013-05-22 00:00:00","1005814"
"2013-05-23 00:00:00","984110"
"2013-05-24 00:00:00","986250"
"2013-05-25 00:00:00","906920"
"2013-05-26 00:00:00","769032"
"2013-05-27 00:00:00","672532"
"2013-05-28 00:00:00","891578"
"2013-05-29 00:00:00","959826"
"2013-05-30 00:00:00","1020618"
"2013-05-31 00:00:00","1051212"
"2013-06-01 00:00:00","1067372"
"2013-06-02 00:00:00","903516"
"2013-06-03 00:00:00","905686"
"2013-06-04 00:00:00","954494"
"2013-06-05 00:00:00","995050"
"2013-06-06 00:00:00","1030780"
"2013-06-07 00:00:00","1064184"
"2013-06-08 00:00:00","979018"
"2013-06-09 00:00:00","882106"
"2013-06-10 00:00:00","922334"
"2013-06-11 00:00:00","947216"
"2013-06-12 00:00:00","973278"
"2013-06-13 00:00:00","1039590"
"2013-06-14 00:00:00","1015876"
"2013-06-15 00:00:00","991200"
"2013-06-16 00:00:00","843974"
"2013-06-17 00:00:00","875690"
"2013-06-18 00:00:00","934852"
"2013-06-19 00:00:00","979830"
"2013-06-20 00:00:00","999090"
"2013-06-21 00:00:00","1011230"
"2013-06-22 00:00:00","948816"
"2013-06-23 00:00:00","873336"
"2013-06-24 00:00:00","875220"
"2013-06-25 00:00:00","941342"
"2013-06-26 00:00:00","975384"
"2013-06-27 00:00:00","1009754"
"2013-06-28 00:00:00","1013614"
"2013-06-29 00:00:00","981226"
"2013-06-30 00:00:00","835854"
"2013-07-01 00:00:00","844960"
"2013-07-02 00:00:00","884600"
"2013-07-03 00:00:00","870530"
"2013-07-04 00:00:00","652942"
"2013-07-05 00:00:00","706108"
"2013-07-06 00:00:00","710436"
"2013-07-07 00:00:00","717532"
"2013-07-08 00:00:00","827676"
"2013-07-09 00:00:00","917348"
"2013-07-10 00:00:00","949560"
"2013-07-11 00:00:00","990046"
"2013-07-12 00:00:00","1014852"
"2013-07-13 00:00:00","937486"
"2013-07-14 00:00:00","871594"
"2013-07-15 00:00:00","886898"
"2013-07-16 00:00:00","933692"
"2013-07-17 00:00:00","993022"
"2013-07-18 00:00:00","1027532"
"2013-07-19 00:00:00","1031892"
"2013-07-20 00:00:00","971988"
"2013-07-21 00:00:00","829064"
"2013-07-22 00:00:00","880914"
"2013-07-23 00:00:00","930514"
"2013-07-24 00:00:00","952808"
"2013-07-25 00:00:00","975986"
"2013-07-26 00:00:00","967304"
"2013-07-27 00:00:00","915698"
"2013-07-28 00:00:00","830478"
"2013-07-29 00:00:00","818420"
"2013-07-30 00:00:00","886974"
"2013-07-31 00:00:00","918826"
"2013-08-01 00:00:00","614544"
"2013-08-02 00:00:00","473522"
"2013-08-03 00:00:00","453108"
"2013-08-04 00:00:00","404620"
"2013-08-05 00:00:00","812974"
"2013-08-06 00:00:00","896544"
"2013-08-07 00:00:00","931404"
"2013-08-08 00:00:00","874428"
"2013-08-09 00:00:00","978786"
"2013-08-10 00:00:00","890192"
"2013-08-11 00:00:00","390890"
"2013-08-12 00:00:00","798782"
"2013-08-13 00:00:00","900212"
"2013-08-14 00:00:00","916048"
"2013-08-15 00:00:00","947474"
"2013-08-16 00:00:00","900074"
"2013-08-17 00:00:00","876616"
"2013-08-18 00:00:00","782180"
"2013-08-19 00:00:00","795132"
"2013-08-20 00:00:00","865530"
"2013-08-21 00:00:00","908624"
"2013-08-22 00:00:00","943080"
"2013-08-23 00:00:00","929692"
"2013-08-24 00:00:00","897822"
"2013-08-25 00:00:00","802270"
"2013-08-26 00:00:00","789662"
"2013-08-27 00:00:00","846468"
"2013-08-28 00:00:00","890532"
"2013-08-29 00:00:00","912190"
"2013-08-30 00:00:00","915264"
"2013-08-31 00:00:00","870800"
"2013-09-01 00:00:00","770456"
"2013-09-02 00:00:00","665670"
"2013-09-03 00:00:00","846218"
"2013-09-04 00:00:00","909506"
"2013-09-05 00:00:00","936408"
"2013-09-06 00:00:00","1019332"
"2013-09-07 00:00:00","1024746"
"2013-09-08 00:00:00","927156"
"2013-09-09 00:00:00","904292"
"2013-09-10 00:00:00","968694"
"2013-09-11 00:00:00","1004468"
"2013-09-12 00:00:00","1009694"
"2013-09-13 00:00:00","1049706"
"2013-09-14 00:00:00","1039706"
"2013-09-15 00:00:00","928220"
"2013-09-16 00:00:00","892216"
"2013-09-17 00:00:00","939182"
"2013-09-18 00:00:00","972620"
"2013-09-19 00:00:00","1011798"
"2013-09-20 00:00:00","1050678"
"2013-09-21 00:00:00","1075502"
"2013-09-22 00:00:00","918530"
"2013-09-23 00:00:00","827624"
"2013-09-24 00:00:00","874328"
"2013-09-25 00:00:00","928176"
"2013-09-26 00:00:00","975038"
"2013-09-27 00:00:00","1010722"
"2013-09-28 00:00:00","1059072"
"2013-09-29 00:00:00","921206"
"2013-09-30 00:00:00","853716"
"2013-10-01 00:00:00","910808"
"2013-10-02 00:00:00","957104"
"2013-10-03 00:00:00","1000528"
"2013-10-04 00:00:00","1049612"
"2013-10-05 00:00:00","1085560"
"2013-10-06 00:00:00","922388"
"2013-10-07 00:00:00","858518"
"2013-10-08 00:00:00","926038"
"2013-10-09 00:00:00","977250"
"2013-10-10 00:00:00","1023526"
"2013-10-11 00:00:00","1042752"
"2013-10-12 00:00:00","1058890"
"2013-10-13 00:00:00","934680"
"2013-10-14 00:00:00","813752"
"2013-10-15 00:00:00","868204"
"2013-10-16 00:00:00","963384"
"2013-10-17 00:00:00","1023744"
"2013-10-18 00:00:00","1066130"
"2013-10-19 00:00:00","1113352"
"2013-10-20 00:00:00","959528"
"2013-10-21 00:00:00","882118"
"2013-10-22 00:00:00","944848"
"2013-10-23 00:00:00","1004014"
"2013-10-24 00:00:00","1042994"
"2013-10-25 00:00:00","1079680"
"2013-10-26 00:00:00","1091148"
"2013-10-27 00:00:00","952038"
"2013-10-28 00:00:00","877450"
"2013-10-29 00:00:00","942498"
"2013-10-30 00:00:00","979138"
"2013-10-31 00:00:00","997454"
"2013-11-01 00:00:00","1134160"
"2013-11-02 00:00:00","1123602"
"2013-11-03 00:00:00","984506"
"2013-11-04 00:00:00","914622"
"2013-11-05 00:00:00","953014"
"2013-11-06 00:00:00","986322"
"2013-11-07 00:00:00","1038702"
"2013-11-08 00:00:00","1082142"
"2013-11-09 00:00:00","1114750"
"2013-11-10 00:00:00","968316"
"2013-11-11 00:00:00","853684"
"2013-11-12 00:00:00","969876"
"2013-11-13 00:00:00","1007492"
"2013-11-14 00:00:00","1037318"
"2013-11-15 00:00:00","1056300"
"2013-11-16 00:00:00","1107058"
"2013-11-17 00:00:00","954426"
"2013-11-18 00:00:00","873056"
"2013-11-19 00:00:00","976270"
"2013-11-20 00:00:00","1013512"
"2013-11-21 00:00:00","1023040"
"2013-11-22 00:00:00","1080472"
"2013-11-23 00:00:00","1142072"
"2013-11-24 00:00:00","1025782"
"2013-11-25 00:00:00","917042"
"2013-11-26 00:00:00","903982"
"2013-11-27 00:00:00","925742"
"2013-11-28 00:00:00","694994"
"2013-11-29 00:00:00","777972"
"2013-11-30 00:00:00","898624"
"2013-12-01 00:00:00","824428"
"2013-12-02 00:00:00","881942"
"2013-12-03 00:00:00","956520"
"2013-12-04 00:00:00","974216"
"2013-12-05 00:00:00","1030522"
"2013-12-06 00:00:00","1102660"
"2013-12-07 00:00:00","1147012"
"2013-12-08 00:00:00","1010552"
"2013-12-09 00:00:00","932590"
"2013-12-10 00:00:00","987428"
"2013-12-11 00:00:00","1003958"
"2013-12-12 00:00:00","1053982"
"2013-12-13 00:00:00","1132702"
"2013-12-14 00:00:00","1068774"
"2013-12-15 00:00:00","950288"
"2013-12-16 00:00:00","944148"
"2013-12-17 00:00:00","1000524"
"2013-12-18 00:00:00","1018370"
"2013-12-19 00:00:00","1036280"
"2013-12-20 00:00:00","1094306"
"2013-12-21 00:00:00","1009310"
"2013-12-22 00:00:00","849752"
"2013-12-23 00:00:00","810494"
"2013-12-24 00:00:00","787636"
"2013-12-25 00:00:00","525798"
"2013-12-26 00:00:00","676982"
"2013-12-27 00:00:00","804772"
"2013-12-28 00:00:00","827478"
"2013-12-29 00:00:00","855882"
"2013-12-30 00:00:00","851946"
"2013-12-31 00:00:00","996102"
"2014-01-01 00:00:00","892836"
"2014-01-02 00:00:00","758038"
"2014-01-03 00:00:00","577812"
"2014-01-04 00:00:00","882392"
"2014-01-05 00:00:00","818204"
"2014-01-06 00:00:00","832102"
"2014-01-07 00:00:00","965542"
"2014-01-08 00:00:00","992380"
"2014-01-09 00:00:00","1006394"
"2014-01-10 00:00:00","1070570"
"2014-01-11 00:00:00","1081942"
"2014-01-12 00:00:00","949746"
"2014-01-13 00:00:00","881102"
"2014-01-14 00:00:00","952320"
"2014-01-15 00:00:00","980872"
"2014-01-16 00:00:00","1016080"
"2014-01-17 00:00:00","1043784"
"2014-01-18 00:00:00","1084040"
"2014-01-19 00:00:00","985004"
"2014-01-20 00:00:00","798086"
"2014-01-21 00:00:00","542016"
"2014-01-22 00:00:00","799014"
"2014-01-23 00:00:00","985436"
"2014-01-24 00:00:00","1089424"
"2014-01-25 00:00:00","1133632"
"2014-01-26 00:00:00","972914"
"2014-01-27 00:00:00","888766"
"2014-01-28 00:00:00","991984"
"2014-01-29 00:00:00","1014538"
"2014-01-30 00:00:00","1055646"
"2014-01-31 00:00:00","1130072"
"2014-02-01 00:00:00","1149450"
"2014-02-02 00:00:00","998142"
"2014-02-03 00:00:00","811296"
"2014-02-04 00:00:00","968006"
"2014-02-05 00:00:00","879402"
"2014-02-06 00:00:00","1025078"
"2014-02-07 00:00:00","1104492"
"2014-02-08 00:00:00","1190538"
"2014-02-09 00:00:00","1002734"
"2014-02-10 00:00:00","931790"
"2014-02-11 00:00:00","1047608"
"2014-02-12 00:00:00","1039212"
"2014-02-13 00:00:00","695928"
"2014-02-14 00:00:00","1034812"
"2014-02-15 00:00:00","1071132"
"2014-02-16 00:00:00","991444"
"2014-02-17 00:00:00","842758"
"2014-02-18 00:00:00","896236"
"2014-02-19 00:00:00","955860"
"2014-02-20 00:00:00","1003038"
"2014-02-21 00:00:00","1087444"
"2014-02-22 00:00:00","1141198"
"2014-02-23 00:00:00","964512"
"2014-02-24 00:00:00","944874"
"2014-02-25 00:00:00","1012420"
"2014-02-26 00:00:00","1057462"
"2014-02-27 00:00:00","1105618"
"2014-02-28 00:00:00","1185582"
"2014-03-01 00:00:00","1208956"
"2014-03-02 00:00:00","1003026"
"2014-03-03 00:00:00","998434"
"2014-03-04 00:00:00","1068400"
"2014-03-05 00:00:00","1091156"
"2014-03-06 00:00:00","1143294"
"2014-03-07 00:00:00","1189094"
"2014-03-08 00:00:00","1206484"
"2014-03-09 00:00:00","1028896"
"2014-03-10 00:00:00","949914"
"2014-03-11 00:00:00","980718"
"2014-03-12 00:00:00","1042296"
"2014-03-13 00:00:00","1184650"
"2014-03-14 00:00:00","1172382"
"2014-03-15 00:00:00","1202998"
"2014-03-16 00:00:00","1059526"
"2014-03-17 00:00:00","936766"
"2014-03-18 00:00:00","1008664"
"2014-03-19 00:00:00","1058100"
"2014-03-20 00:00:00","1079122"
"2014-03-21 00:00:00","1124486"
"2014-03-22 00:00:00","1174836"
"2014-03-23 00:00:00","1050552"
"2014-03-24 00:00:00","957968"
"2014-03-25 00:00:00","992568"
"2014-03-26 00:00:00","1085160"
"2014-03-27 00:00:00","1098274"
"2014-03-28 00:00:00","1136936"
"2014-03-29 00:00:00","1262870"
"2014-03-30 00:00:00","1011264"
"2014-03-31 00:00:00","935406"
"2014-04-01 00:00:00","998030"
"2014-04-02 00:00:00","1043100"
"2014-04-03 00:00:00","1083586"
"2014-04-04 00:00:00","1192604"
"2014-04-05 00:00:00","1200678"
"2014-04-06 00:00:00","1044876"
"2014-04-07 00:00:00","999770"
"2014-04-08 00:00:00","1005144"
"2014-04-09 00:00:00","1046902"
"2014-04-10 00:00:00","1081338"
"2014-04-11 00:00:00","1109454"
"2014-04-12 00:00:00","1195044"
"2014-04-13 00:00:00","1036094"
"2014-04-14 00:00:00","907840"
"2014-04-15 00:00:00","1040518"
"2014-04-16 00:00:00","1067644"
"2014-04-17 00:00:00","1101966"
"2014-04-18 00:00:00","1121824"
"2014-04-19 00:00:00","1073234"
"2014-04-20 00:00:00","950628"
"2014-04-21 00:00:00","908060"
"2014-04-22 00:00:00","994862"
"2014-04-23 00:00:00","1082798"
"2014-04-24 00:00:00","1093764"
"2014-04-25 00:00:00","1152730"
"2014-04-26 00:00:00","1201064"
"2014-04-27 00:00:00","1043204"
"2014-04-28 00:00:00","942140"
"2014-04-29 00:00:00","1046284"
"2014-04-30 00:00:00","1090648"
"2014-05-01 00:00:00","1073744"
"2014-05-02 00:00:00","1143016"
"2014-05-03 00:00:00","1212592"
"2014-05-04 00:00:00","1047892"
"2014-05-05 00:00:00","996374"
"2014-05-06 00:00:00","1042188"
"2014-05-07 00:00:00","1048340"
"2014-05-08 00:00:00","1103994"
"2014-05-09 00:00:00","1150156"
"2014-05-10 00:00:00","1172446"
"2014-05-11 00:00:00","1011440"
"2014-05-12 00:00:00","947862"
"2014-05-13 00:00:00","1022114"
"2014-05-14 00:00:00","1015242"
"2014-05-15 00:00:00","1077330"
"2014-05-16 00:00:00","1139038"
"2014-05-17 00:00:00","1128632"
"2014-05-18 00:00:00","1047134"
"2014-05-19 00:00:00","978798"
"2014-05-20 00:00:00","1018834"
"2014-05-21 00:00:00","1048180"
"2014-05-22 00:00:00","1065828"
"2014-05-23 00:00:00","1097514"
"2014-05-24 00:00:00","932002"
"2014-05-25 00:00:00","848750"
"2014-05-26 00:00:00","744364"
"2014-05-27 00:00:00","935878"
"2014-05-28 00:00:00","1023486"
"2014-05-29 00:00:00","1063920"
"2014-05-30 00:00:00","1110166"
"2014-05-31 00:00:00","1143834"
"2014-06-01 00:00:00","967134"
"2014-06-02 00:00:00","926860"
"2014-06-03 00:00:00","1004242"
"2014-06-04 00:00:00","1046550"
"2014-06-05 00:00:00","1089486"
"2014-06-06 00:00:00","1090414"
"2014-06-07 00:00:00","1126084"
"2014-06-08 00:00:00","968458"
"2014-06-09 00:00:00","954190"
"2014-06-10 00:00:00","1001160"
"2014-06-11 00:00:00","1034480"
"2014-06-12 00:00:00","1085980"
"2014-06-13 00:00:00","1097978"
"2014-06-14 00:00:00","1092688"
"2014-06-15 00:00:00","927628"
"2014-06-16 00:00:00","919244"
"2014-06-17 00:00:00","974372"
"2014-06-18 00:00:00","1025378"
"2014-06-19 00:00:00","1061128"
"2014-06-20 00:00:00","1070318"
"2014-06-21 00:00:00","1058952"
"2014-06-22 00:00:00","956396"
"2014-06-23 00:00:00","897604"
"2014-06-24 00:00:00","956422"
"2014-06-25 00:00:00","1018262"
"2014-06-26 00:00:00","1061368"
"2014-06-27 00:00:00","1044674"
"2014-06-28 00:00:00","1057448"
"2014-06-29 00:00:00","897648"
"2014-06-30 00:00:00","889030"
"2014-07-01 00:00:00","967930"
"2014-07-02 00:00:00","963894"
"2014-07-03 00:00:00","927114"
"2014-07-04 00:00:00","702486"
"2014-07-05 00:00:00","710462"
"2014-07-06 00:00:00","707894"
"2014-07-07 00:00:00","825228"
"2014-07-08 00:00:00","941326"
"2014-07-09 00:00:00","970248"
"2014-07-10 00:00:00","990226"
"2014-07-11 00:00:00","1008072"
"2014-07-12 00:00:00","1003072"
"2014-07-13 00:00:00","913218"
"2014-07-14 00:00:00","907222"
"2014-07-15 00:00:00","949864"
"2014-07-16 00:00:00","971380"
"2014-07-17 00:00:00","993802"
"2014-07-18 00:00:00","1012884"
"2014-07-19 00:00:00","995930"
"2014-07-20 00:00:00","888212"
"2014-07-21 00:00:00","864402"
"2014-07-22 00:00:00","964740"
"2014-07-23 00:00:00","1011240"
"2014-07-24 00:00:00","1000888"
"2014-07-25 00:00:00","1011956"
"2014-07-26 00:00:00","1002896"
"2014-07-27 00:00:00","900402"
"2014-07-28 00:00:00","795910"
"2014-07-29 00:00:00","910858"
"2014-07-30 00:00:00","956804"
"2014-07-31 00:00:00","990116"
"2014-08-01 00:00:00","1006888"
"2014-08-02 00:00:00","993572"
"2014-08-03 00:00:00","890510"
"2014-08-04 00:00:00","855490"
"2014-08-05 00:00:00","916550"
"2014-08-06 00:00:00","955374"
"2014-08-07 00:00:00","975570"
"2014-08-08 00:00:00","985700"
"2014-08-09 00:00:00","952618"
"2014-08-10 00:00:00","837834"
"2014-08-11 00:00:00","822686"
"2014-08-12 00:00:00","899024"
"2014-08-13 00:00:00","945110"
"2014-08-14 00:00:00","958336"
"2014-08-15 00:00:00","983696"
"2014-08-16 00:00:00","952082"
"2014-08-17 00:00:00","854750"
"2014-08-18 00:00:00","821996"
"2014-08-19 00:00:00","879500"
"2014-08-20 00:00:00","918312"
"2014-08-21 00:00:00","965594"
"2014-08-22 00:00:00","934130"
"2014-08-23 00:00:00","912304"
"2014-08-24 00:00:00","820574"
"2014-08-25 00:00:00","784284"
"2014-08-26 00:00:00","847054"
"2014-08-27 00:00:00","907130"
"2014-08-28 00:00:00","910588"
"2014-08-29 00:00:00","918342"
"2014-08-30 00:00:00","860446"
"2014-08-31 00:00:00","801592"
"2014-09-01 00:00:00","710212"
"2014-09-02 00:00:00","890706"
"2014-09-03 00:00:00","961102"
"2014-09-04 00:00:00","1025816"
"2014-09-05 00:00:00","1094064"
"2014-09-06 00:00:00","1125278"
"2014-09-07 00:00:00","989216"
"2014-09-08 00:00:00","935338"
"2014-09-09 00:00:00","977006"
"2014-09-10 00:00:00","1012766"
"2014-09-11 00:00:00","1043008"
"2014-09-12 00:00:00","1076834"
"2014-09-13 00:00:00","1155504"
"2014-09-14 00:00:00","1005162"
"2014-09-15 00:00:00","918868"
"2014-09-16 00:00:00","974618"
"2014-09-17 00:00:00","981636"
"2014-09-18 00:00:00","1016610"
"2014-09-19 00:00:00","1082010"
"2014-09-20 00:00:00","1105730"
"2014-09-21 00:00:00","907072"
"2014-09-22 00:00:00","861662"
"2014-09-23 00:00:00","879328"
"2014-09-24 00:00:00","914362"
"2014-09-25 00:00:00","939484"
"2014-09-26 00:00:00","996178"
"2014-09-27 00:00:00","1096508"
"2014-09-28 00:00:00","971408"
"2014-09-29 00:00:00","876044"
"2014-09-30 00:00:00","948288"
"2014-10-01 00:00:00","1001284"
"2014-10-02 00:00:00","1024532"
"2014-10-03 00:00:00","1075624"
"2014-10-04 00:00:00","1039442"
"2014-10-05 00:00:00","927918"
"2014-10-06 00:00:00","894328"
"2014-10-07 00:00:00","951752"
"2014-10-08 00:00:00","995210"
"2014-10-09 00:00:00","1044928"
"2014-10-10 00:00:00","1087378"
"2014-10-11 00:00:00","1138902"
"2014-10-12 00:00:00","981732"
"2014-10-13 00:00:00","849188"
"2014-10-14 00:00:00","939852"
"2014-10-15 00:00:00","1001982"
"2014-10-16 00:00:00","1056906"
"2014-10-17 00:00:00","1096948"
"2014-10-18 00:00:00","1154898"
"2014-10-19 00:00:00","1034876"
"2014-10-20 00:00:00","909202"
"2014-10-21 00:00:00","970480"
"2014-10-22 00:00:00","1021130"
"2014-10-23 00:00:00","1041188"
"2014-10-24 00:00:00","1094814"
"2014-10-25 00:00:00","1130104"
"2014-10-26 00:00:00","988708"
"2014-10-27 00:00:00","899660"
"2014-10-28 00:00:00","947804"
"2014-10-29 00:00:00","994006"
"2014-10-30 00:00:00","1036064"
"2014-10-31 00:00:00","1116666"
"2014-11-01 00:00:00","1277050"
"2014-11-02 00:00:00","981994"
"2014-11-03 00:00:00","905370"
"2014-11-04 00:00:00","924518"
"2014-11-05 00:00:00","985736"
"2014-11-06 00:00:00","1036986"
"2014-11-07 00:00:00","1091802"
"2014-11-08 00:00:00","1166732"
"2014-11-09 00:00:00","999494"
"2014-11-10 00:00:00","893408"
"2014-11-11 00:00:00","877050"
"2014-11-12 00:00:00","976102"
"2014-11-13 00:00:00","1032578"
"2014-11-14 00:00:00","1100726"
"2014-11-15 00:00:00","1151744"
"2014-11-16 00:00:00","995450"
"2014-11-17 00:00:00","890774"
"2014-11-18 00:00:00","1007038"
"2014-11-19 00:00:00","1013674"
"2014-11-20 00:00:00","1019134"
"2014-11-21 00:00:00","1112366"
"2014-11-22 00:00:00","1172170"
"2014-11-23 00:00:00","961464"
"2014-11-24 00:00:00","880144"
"2014-11-25 00:00:00","907432"
"2014-11-26 00:00:00","962804"
"2014-11-27 00:00:00","696308"
"2014-11-28 00:00:00","789962"
"2014-11-29 00:00:00","890484"
"2014-11-30 00:00:00","832256"
"2014-12-01 00:00:00","887530"
"2014-12-02 00:00:00","971564"
"2014-12-03 00:00:00","971744"
"2014-12-04 00:00:00","1018592"
"2014-12-05 00:00:00","1121246"
"2014-12-06 00:00:00","1162804"
"2014-12-07 00:00:00","1040670"
"2014-12-08 00:00:00","954428"
"2014-12-09 00:00:00","969500"
"2014-12-10 00:00:00","993992"
"2014-12-11 00:00:00","1050670"
"2014-12-12 00:00:00","1124372"
"2014-12-13 00:00:00","1149262"
"2014-12-14 00:00:00","1002810"
"2014-12-15 00:00:00","908244"
"2014-12-16 00:00:00","975146"
"2014-12-17 00:00:00","1010516"
"2014-12-18 00:00:00","1078326"
"2014-12-19 00:00:00","1152772"
"2014-12-20 00:00:00","1136734"
"2014-12-21 00:00:00","958754"
"2014-12-22 00:00:00","857786"
"2014-12-23 00:00:00","867720"
"2014-12-24 00:00:00","809222"
"2014-12-25 00:00:00","495762"
"2014-12-26 00:00:00","632226"
"2014-12-27 00:00:00","741314"
"2014-12-28 00:00:00","733942"
"2014-12-29 00:00:00","754858"
"2014-12-30 00:00:00","841752"
"2014-12-31 00:00:00","945638"
"2015-01-01 00:00:00","889914"
"2015-01-02 00:00:00","777412"
"2015-01-03 00:00:00","921270"
"2015-01-04 00:00:00","740900"
"2015-01-05 00:00:00","810754"
"2015-01-06 00:00:00","849940"
"2015-01-07 00:00:00","954910"
"2015-01-08 00:00:00","997422"
"2015-01-09 00:00:00","1003076"
"2015-01-10 00:00:00","1159760"
"2015-01-11 00:00:00","939976"
"2015-01-12 00:00:00","874468"
"2015-01-13 00:00:00","987492"
"2015-01-14 00:00:00","974100"
"2015-01-15 00:00:00","998296"
"2015-01-16 00:00:00","1076100"
"2015-01-17 00:00:00","1082910"
"2015-01-18 00:00:00","964220"
"2015-01-19 00:00:00","757144"
"2015-01-20 00:00:00","892990"
"2015-01-21 00:00:00","949524"
"2015-01-22 00:00:00","996736"
"2015-01-23 00:00:00","1054594"
"2015-01-24 00:00:00","1038272"
"2015-01-25 00:00:00","921058"
"2015-01-26 00:00:00","520248"
"2015-01-27 00:00:00","301812"
"2015-01-28 00:00:00","845400"
"2015-01-29 00:00:00","959900"
"2015-01-30 00:00:00","1092648"
"2015-01-31 00:00:00","1181728"
"2015-02-01 00:00:00","962540"
"2015-02-02 00:00:00","758118"
"2015-02-03 00:00:00","938838"
"2015-02-04 00:00:00","925984"
"2015-02-05 00:00:00","1029450"
"2015-02-06 00:00:00","1078260"
"2015-02-07 00:00:00","1105372"
"2015-02-08 00:00:00","933636"
"2015-02-09 00:00:00","849238"
"2015-02-10 00:00:00","940550"
"2015-02-11 00:00:00","992534"
"2015-02-12 00:00:00","1036804"
"2015-02-13 00:00:00","1112864"
"2015-02-14 00:00:00","1155646"
"2015-02-15 00:00:00","1046912"
"2015-02-16 00:00:00","919536"
"2015-02-17 00:00:00","872326"
"2015-02-18 00:00:00","969938"
"2015-02-19 00:00:00","1073616"
"2015-02-20 00:00:00","1127356"
"2015-02-21 00:00:00","1038866"
"2015-02-22 00:00:00","905840"
"2015-02-23 00:00:00","969684"
"2015-02-24 00:00:00","997348"
"2015-02-25 00:00:00","990382"
"2015-02-26 00:00:00","1056898"
"2015-02-27 00:00:00","1111214"
"2015-02-28 00:00:00","1150952"
"2015-03-01 00:00:00","877242"
"2015-03-02 00:00:00","870402"
"2015-03-03 00:00:00","897828"
"2015-03-04 00:00:00","975156"
"2015-03-05 00:00:00","817284"
"2015-03-06 00:00:00","1021502"
"2015-03-07 00:00:00","1155086"
"2015-03-08 00:00:00","938588"
"2015-03-09 00:00:00","873682"
"2015-03-10 00:00:00","930256"
"2015-03-11 00:00:00","957236"
"2015-03-12 00:00:00","1031770"
"2015-03-13 00:00:00","1082228"
"2015-03-14 00:00:00","1135678"
"2015-03-15 00:00:00","958168"
"2015-03-16 00:00:00","838540"
"2015-03-17 00:00:00","927444"
"2015-03-18 00:00:00","1009232"
"2015-03-19 00:00:00","1009678"
"2015-03-20 00:00:00","1040386"
