"t","c"
"2011-01-25 00:00:00","902762"
"2011-01-26 00:00:00","821240"
"2011-01-27 00:00:00","631310"
"2011-01-28 00:00:00","901992"
"2011-01-29 00:00:00","1016034"
"2011-01-30 00:00:00","886408"
"2011-01-31 00:00:00","849544"
"2011-02-01 00:00:00","901116"
"2011-02-02 00:00:00","889862"
"2011-02-03 00:00:00","995116"
"2011-02-04 00:00:00","1047014"
"2011-02-05 00:00:00","1087046"
"2011-02-06 00:00:00","902032"
"2011-02-07 00:00:00","885154"
"2011-02-08 00:00:00","990442"
"2011-02-09 00:00:00","1045470"
"2011-02-10 00:00:00","1082668"
"2011-02-11 00:00:00","1136386"
"2011-02-12 00:00:00","1185792"
"2011-02-13 00:00:00","988098"
"2011-02-14 00:00:00","998862"
"2011-02-15 00:00:00","1068872"
"2011-02-16 00:00:00","1036194"
"2011-02-17 00:00:00","1040162"
"2011-02-18 00:00:00","1073730"
"2011-02-19 00:00:00","1147562"
"2011-02-20 00:00:00","963840"
"2011-02-21 00:00:00","833502"
"2011-02-22 00:00:00","969582"
"2011-02-23 00:00:00","1012814"
"2011-02-24 00:00:00","1053574"
"2011-02-25 00:00:00","1131828"
"2011-02-26 00:00:00","1105820"
"2011-02-27 00:00:00","923938"
"2011-02-28 00:00:00","909142"
"2011-03-01 00:00:00","997970"
"2011-03-02 00:00:00","1063410"
"2011-03-03 00:00:00","1111316"
"2011-03-04 00:00:00","1152124"
"2011-03-05 00:00:00","1124704"
"2011-03-06 00:00:00","1004220"
"2011-03-07 00:00:00","958424"
"2011-03-08 00:00:00","1022414"
"2011-03-09 00:00:00","1075794"
"2011-03-10 00:00:00","1082806"
"2011-03-11 00:00:00","1114758"
"2011-03-12 00:00:00","1130060"
"2011-03-13 00:00:00","928312"
"2011-03-14 00:00:00","919670"
"2011-03-15 00:00:00","1014348"
"2011-03-16 00:00:00","1040230"
"2011-03-17 00:00:00","1028334"
"2011-03-18 00:00:00","1148400"
"2011-03-19 00:00:00","1137988"
"2011-03-20 00:00:00","970654"
"2011-03-21 00:00:00","912000"
"2011-03-22 00:00:00","967550"
"2011-03-23 00:00:00","1044562"
"2011-03-24 00:00:00","1058442"
"2011-03-25 00:00:00","1115402"
"2011-03-26 00:00:00","1117792"
"2011-03-27 00:00:00","932274"
"2011-03-28 00:00:00","886358"
"2011-03-29 00:00:00","981664"
"2011-03-30 00:00:00","1009702"
"2011-03-31 00:00:00","1081018"
"2011-04-01 00:00:00","577266"
"2011-04-02 00:00:00","557560"
"2011-04-03 00:00:00","481266"
"2011-04-04 00:00:00","917474"
"2011-04-05 00:00:00","1050918"
"2011-04-06 00:00:00","1031532"
"2011-04-07 00:00:00","1082948"
"2011-04-08 00:00:00","1129616"
"2011-04-09 00:00:00","1096772"
"2011-04-10 00:00:00","949786"
"2011-04-11 00:00:00","935476"
"2011-04-12 00:00:00","1048710"
"2011-04-13 00:00:00","1063664"
"2011-04-14 00:00:00","1065640"
"2011-04-15 00:00:00","1143966"
"2011-04-16 00:00:00","1152642"
"2011-04-17 00:00:00","917814"
"2011-04-18 00:00:00","913262"
"2011-04-19 00:00:00","992502"
"2011-04-20 00:00:00","1034924"
"2011-04-21 00:00:00","1068526"
"2011-04-22 00:00:00","1084470"
"2011-04-23 00:00:00","1027458"
"2011-04-24 00:00:00","881734"
"2011-04-25 00:00:00","908650"
"2011-04-26 00:00:00","1006784"
"2011-04-27 00:00:00","1026266"
"2011-04-28 00:00:00","1081820"
"2011-04-29 00:00:00","1124872"
"2011-04-30 00:00:00","1083628"
"2011-05-01 00:00:00","947798"
"2011-05-02 00:00:00","958472"
"2011-05-03 00:00:00","1006550"
"2011-05-04 00:00:00","1079028"
"2011-05-05 00:00:00","1082760"
"2011-05-06 00:00:00","1122264"
"2011-05-07 00:00:00","1057996"
"2011-05-08 00:00:00","897092"
"2011-05-09 00:00:00","921312"
"2011-05-10 00:00:00","1018610"
"2011-05-11 00:00:00","1041784"
"2011-05-12 00:00:00","1079544"
"2011-05-13 00:00:00","1125394"
"2011-05-14 00:00:00","1115500"
"2011-05-15 00:00:00","962926"
"2011-05-16 00:00:00","987868"
"2011-05-17 00:00:00","1065622"
"2011-05-18 00:00:00","1038366"
"2011-05-19 00:00:00","1079684"
"2011-05-20 00:00:00","1108952"
"2011-05-21 00:00:00","1079302"
"2011-05-22 00:00:00","969204"
"2011-05-23 00:00:00","949008"
"2011-05-24 00:00:00","1020246"
"2011-05-25 00:00:00","1036864"
"2011-05-26 00:00:00","1040080"
"2011-05-27 00:00:00","1016052"
"2011-05-28 00:00:00","886568"
"2011-05-29 00:00:00","786830"
"2011-05-30 00:00:00","702788"
"2011-05-31 00:00:00","925272"
"2011-06-01 00:00:00","1029922"
"2011-06-02 00:00:00","1051172"
"2011-06-03 00:00:00","1075758"
"2011-06-04 00:00:00","1042576"
"2011-06-05 00:00:00","894614"
"2011-06-06 00:00:00","954066"
"2011-06-07 00:00:00","1043362"
"2011-06-08 00:00:00","1086338"
"2011-06-09 00:00:00","1091266"
"2011-06-10 00:00:00","1084646"
"2011-06-11 00:00:00","1073406"
"2011-06-12 00:00:00","868044"
"2011-06-13 00:00:00","932066"
"2011-06-14 00:00:00","997468"
"2011-06-15 00:00:00","1027862"
"2011-06-16 00:00:00","1073256"
"2011-06-17 00:00:00","1058122"
"2011-06-18 00:00:00","1034984"
"2011-06-19 00:00:00","885998"
"2011-06-20 00:00:00","914018"
"2011-06-21 00:00:00","992350"
"2011-06-22 00:00:00","1038450"
"2011-06-23 00:00:00","1047286"
"2011-06-24 00:00:00","1076984"
"2011-06-25 00:00:00","1025506"
"2011-06-26 00:00:00","879776"
"2011-06-27 00:00:00","913672"
"2011-06-28 00:00:00","980288"
"2011-06-29 00:00:00","1008542"
"2011-06-30 00:00:00","1013924"
"2011-07-01 00:00:00","953068"
"2011-07-02 00:00:00","763164"
"2011-07-03 00:00:00","662544"
"2011-07-04 00:00:00","620560"
"2011-07-05 00:00:00","849482"
"2011-07-06 00:00:00","941154"
"2011-07-07 00:00:00","1011568"
"2011-07-08 00:00:00","1039170"
"2011-07-09 00:00:00","958194"
"2011-07-10 00:00:00","866718"
"2011-07-11 00:00:00","902746"
"2011-07-12 00:00:00","1004928"
"2011-07-13 00:00:00","1015568"
"2011-07-14 00:00:00","1036022"
"2011-07-15 00:00:00","1058548"
"2011-07-16 00:00:00","998716"
"2011-07-17 00:00:00","898748"
"2011-07-18 00:00:00","938902"
"2011-07-19 00:00:00","989746"
"2011-07-20 00:00:00","1017626"
"2011-07-21 00:00:00","1099074"
"2011-07-22 00:00:00","1108198"
"2011-07-23 00:00:00","1031996"
"2011-07-24 00:00:00","902914"
"2011-07-25 00:00:00","900514"
"2011-07-26 00:00:00","966992"
"2011-07-27 00:00:00","995996"
"2011-07-28 00:00:00","1036812"
"2011-07-29 00:00:00","1050668"
"2011-07-30 00:00:00","975844"
"2011-07-31 00:00:00","888942"
"2011-08-01 00:00:00","906268"
"2011-08-02 00:00:00","979674"
"2011-08-03 00:00:00","1028084"
"2011-08-04 00:00:00","1002872"
"2011-08-05 00:00:00","1027634"
"2011-08-06 00:00:00","964726"
"2011-08-07 00:00:00","837898"
"2011-08-08 00:00:00","862296"
"2011-08-09 00:00:00","932568"
"2011-08-10 00:00:00","974292"
"2011-08-11 00:00:00","1001296"
"2011-08-12 00:00:00","1009690"
"2011-08-13 00:00:00","938856"
"2011-08-14 00:00:00","444070"
"2011-08-15 00:00:00","856198"
"2011-08-16 00:00:00","942738"
"2011-08-17 00:00:00","977394"
"2011-08-18 00:00:00","1008560"
"2011-08-19 00:00:00","992282"
"2011-08-20 00:00:00","900008"
"2011-08-21 00:00:00","456630"
"2011-08-22 00:00:00","807872"
"2011-08-23 00:00:00","887618"
"2011-08-24 00:00:00","934972"
"2011-08-25 00:00:00","976634"
"2011-08-26 00:00:00","975578"
"2011-08-27 00:00:00","416796"
"2011-08-28 00:00:00","58056"
"2011-08-29 00:00:00","669534"
"2011-08-30 00:00:00","828946"
"2011-08-31 00:00:00","924842"
"2011-09-01 00:00:00","960316"
"2011-09-02 00:00:00","970438"
"2011-09-03 00:00:00","913634"
"2011-09-04 00:00:00","831942"
"2011-09-05 00:00:00","714482"
"2011-09-06 00:00:00","931290"
"2011-09-07 00:00:00","998292"
"2011-09-08 00:00:00","1045180"
"2011-09-09 00:00:00","1005746"
"2011-09-10 00:00:00","1054290"
"2011-09-11 00:00:00","913654"
"2011-09-12 00:00:00","926966"
"2011-09-13 00:00:00","1016772"
"2011-09-14 00:00:00","1053964"
"2011-09-15 00:00:00","1050942"
"2011-09-16 00:00:00","1079236"
"2011-09-17 00:00:00","1102952"
"2011-09-18 00:00:00","952422"
"2011-09-19 00:00:00","893736"
"2011-09-20 00:00:00","906758"
"2011-09-21 00:00:00","927390"
"2011-09-22 00:00:00","1002294"
"2011-09-23 00:00:00","1018632"
"2011-09-24 00:00:00","1083912"
"2011-09-25 00:00:00","939806"
"2011-09-26 00:00:00","916444"
"2011-09-27 00:00:00","985190"
"2011-09-28 00:00:00","998320"
"2011-09-29 00:00:00","989058"
"2011-09-30 00:00:00","1069438"
"2011-10-01 00:00:00","1075454"
"2011-10-02 00:00:00","913300"
"2011-10-03 00:00:00","925636"
"2011-10-04 00:00:00","975604"
"2011-10-05 00:00:00","1020316"
"2011-10-06 00:00:00","1061702"
"2011-10-07 00:00:00","1078602"
"2011-10-08 00:00:00","1065254"
"2011-10-09 00:00:00","945500"
"2011-10-10 00:00:00","836996"
"2011-10-11 00:00:00","962862"
"2011-10-12 00:00:00","1032668"
"2011-10-13 00:00:00","1071564"
"2011-10-14 00:00:00","1094292"
"2011-10-15 00:00:00","1118550"
"2011-10-16 00:00:00","972272"
"2011-10-17 00:00:00","920638"
"2011-10-18 00:00:00","989892"
"2011-10-19 00:00:00","993438"
"2011-10-20 00:00:00","1040896"
"2011-10-21 00:00:00","1104534"
"2011-10-22 00:00:00","1103684"
"2011-10-23 00:00:00","961996"
"2011-10-24 00:00:00","935980"
"2011-10-25 00:00:00","991718"
"2011-10-26 00:00:00","1024112"
"2011-10-27 00:00:00","1046154"
"2011-10-28 00:00:00","1092882"
"2011-10-29 00:00:00","1175834"
"2011-10-30 00:00:00","974512"
"2011-10-31 00:00:00","908670"
"2011-11-01 00:00:00","1034228"
"2011-11-02 00:00:00","1005828"
"2011-11-03 00:00:00","1059874"
"2011-11-04 00:00:00","1112772"
"2011-11-05 00:00:00","1129086"
"2011-11-06 00:00:00","884730"
"2011-11-07 00:00:00","919628"
"2011-11-08 00:00:00","988990"
"2011-11-09 00:00:00","1027916"
"2011-11-10 00:00:00","1056674"
"2011-11-11 00:00:00","1066628"
"2011-11-12 00:00:00","1064252"
"2011-11-13 00:00:00","924490"
"2011-11-14 00:00:00","920760"
"2011-11-15 00:00:00","983610"
"2011-11-16 00:00:00","996490"
"2011-11-17 00:00:00","1061230"
"2011-11-18 00:00:00","1093566"
"2011-11-19 00:00:00","1110002"
"2011-11-20 00:00:00","928304"
"2011-11-21 00:00:00","914016"
"2011-11-22 00:00:00","936716"
"2011-11-23 00:00:00","945542"
"2011-11-24 00:00:00","656186"
"2011-11-25 00:00:00","735928"
"2011-11-26 00:00:00","869324"
"2011-11-27 00:00:00","819994"
"2011-11-28 00:00:00","862712"
"2011-11-29 00:00:00","950610"
"2011-11-30 00:00:00","991638"
"2011-12-01 00:00:00","1047442"
"2011-12-02 00:00:00","1106178"
"2011-12-03 00:00:00","1120848"
"2011-12-04 00:00:00","953926"
"2011-12-05 00:00:00","934400"
"2011-12-06 00:00:00","971194"
"2011-12-07 00:00:00","1010324"
"2011-12-08 00:00:00","1054688"
"2011-12-09 00:00:00","1107454"
"2011-12-10 00:00:00","1137680"
"2011-12-11 00:00:00","977360"
"2011-12-12 00:00:00","954098"
"2011-12-13 00:00:00","1022344"
"2011-12-14 00:00:00","1019052"
"2011-12-15 00:00:00","1081168"
"2011-12-16 00:00:00","1141342"
"2011-12-17 00:00:00","1131312"
"2011-12-18 00:00:00","1017242"
"2011-12-19 00:00:00","949304"
"2011-12-20 00:00:00","994808"
"2011-12-21 00:00:00","1007956"
"2011-12-22 00:00:00","991674"
"2011-12-23 00:00:00","948366"
"2011-12-24 00:00:00","746732"
"2011-12-25 00:00:00","463790"
"2011-12-26 00:00:00","577144"
"2011-12-27 00:00:00","755142"
"2011-12-28 00:00:00","830762"
"2011-12-29 00:00:00","914334"
"2011-12-30 00:00:00","930404"
"2011-12-31 00:00:00","953498"
"2012-01-01 00:00:00","425564"
"2012-01-02 00:00:00","682766"
"2012-01-03 00:00:00","876918"
"2012-01-04 00:00:00","947976"
"2012-01-05 00:00:00","977374"
"2012-01-06 00:00:00","1023782"
"2012-01-07 00:00:00","1049166"
"2012-01-08 00:00:00","927126"
"2012-01-09 00:00:00","878738"
"2012-01-10 00:00:00","942938"
"2012-01-11 00:00:00","987432"
"2012-01-12 00:00:00","1028298"
"2012-01-13 00:00:00","1114940"
"2012-01-14 00:00:00","1090114"
"2012-01-15 00:00:00","1037416"
"2012-01-16 00:00:00","837524"
"2012-01-17 00:00:00","976850"
"2012-01-18 00:00:00","1036904"
"2012-01-19 00:00:00","1056626"
"2012-01-20 00:00:00","1133238"
"2012-01-21 00:00:00","1044174"
"2012-01-22 00:00:00","937698"
"2012-01-23 00:00:00","889504"
"2012-01-24 00:00:00","943404"
"2012-01-25 00:00:00","1016996"
"2012-01-26 00:00:00","1069396"
"2012-01-27 00:00:00","1098444"
"2012-01-28 00:00:00","1109412"
"2012-01-29 00:00:00","935770"
"2012-01-30 00:00:00","907782"
"2012-01-31 00:00:00","953994"
"2012-02-01 00:00:00","995726"
"2012-02-02 00:00:00","1072692"
"2012-02-03 00:00:00","1125536"
"2012-02-04 00:00:00","1095630"
"2012-02-05 00:00:00","954348"
"2012-02-06 00:00:00","933332"
"2012-02-07 00:00:00","971948"
"2012-02-08 00:00:00","1044038"
"2012-02-09 00:00:00","1083232"
"2012-02-10 00:00:00","1155080"
"2012-02-11 00:00:00","1179218"
"2012-02-12 00:00:00","1029284"
"2012-02-13 00:00:00","982568"
"2012-02-14 00:00:00","1063766"
"2012-02-15 00:00:00","1082052"
"2012-02-16 00:00:00","1084122"
"2012-02-17 00:00:00","1089862"
"2012-02-18 00:00:00","1077660"
"2012-02-19 00:00:00","953016"
"2012-02-20 00:00:00","840052"
"2012-02-21 00:00:00","947718"
"2012-02-22 00:00:00","997372"
"2012-02-23 00:00:00","1055274"
"2012-02-24 00:00:00","1121658"
"2012-02-25 00:00:00","1149878"
"2012-02-26 00:00:00","938272"
"2012-02-27 00:00:00","889154"
"2012-02-28 00:00:00","990254"
"2012-02-29 00:00:00","1064300"
"2012-03-01 00:00:00","1053118"
"2012-03-02 00:00:00","1156844"
"2012-03-03 00:00:00","1115338"
"2012-03-04 00:00:00","971990"
"2012-03-05 00:00:00","965670"
"2012-03-06 00:00:00","1030246"
"2012-03-07 00:00:00","1052840"
"2012-03-08 00:00:00","1095144"
"2012-03-09 00:00:00","1167978"
"2012-03-10 00:00:00","1168066"
"2012-03-11 00:00:00","924104"
"2012-03-12 00:00:00","903024"
"2012-03-13 00:00:00","984874"
"2012-03-14 00:00:00","1028858"
"2012-03-15 00:00:00","1103612"
"2012-03-16 00:00:00","1126626"
"2012-03-17 00:00:00","1118230"
"2012-03-18 00:00:00","918330"
"2012-03-19 00:00:00","872742"
"2012-03-20 00:00:00","953760"
"2012-03-21 00:00:00","1014580"
"2012-03-22 00:00:00","1060238"
"2012-03-23 00:00:00","1121906"
"2012-03-24 00:00:00","1107614"
"2012-03-25 00:00:00","941192"
"2012-03-26 00:00:00","951818"
"2012-03-27 00:00:00","997774"
"2012-03-28 00:00:00","1023660"
"2012-03-29 00:00:00","1073784"
"2012-03-30 00:00:00","1125940"
"2012-03-31 00:00:00","1163946"
"2012-04-01 00:00:00","992946"
"2012-04-02 00:00:00","960938"
"2012-04-03 00:00:00","1012140"
"2012-04-04 00:00:00","1060058"
"2012-04-05 00:00:00","1092072"
"2012-04-06 00:00:00","1089116"
"2012-04-07 00:00:00","980738"
"2012-04-08 00:00:00","835298"
"2012-04-09 00:00:00","904078"
"2012-04-10 00:00:00","1002712"
"2012-04-11 00:00:00","1048300"
"2012-04-12 00:00:00","1081632"
"2012-04-13 00:00:00","1111184"
"2012-04-14 00:00:00","1128750"
"2012-04-15 00:00:00","948634"
"2012-04-16 00:00:00","931438"
"2012-04-17 00:00:00","994802"
"2012-04-18 00:00:00","1062838"
"2012-04-19 00:00:00","1083696"
"2012-04-20 00:00:00","1120596"
"2012-04-21 00:00:00","1112668"
"2012-04-22 00:00:00","1041994"
"2012-04-23 00:00:00","982570"
"2012-04-24 00:00:00","1036030"
"2012-04-25 00:00:00","1060134"
"2012-04-26 00:00:00","1085966"
"2012-04-27 00:00:00","1126878"
"2012-04-28 00:00:00","1130634"
"2012-04-29 00:00:00","975332"
"2012-04-30 00:00:00","961656"
"2012-05-01 00:00:00","994908"
"2012-05-02 00:00:00","1057368"
"2012-05-03 00:00:00","1083506"
"2012-05-04 00:00:00","1118098"
"2012-05-05 00:00:00","1149696"
"2012-05-06 00:00:00","969238"
"2012-05-07 00:00:00","974888"
"2012-05-08 00:00:00","1031510"
"2012-05-09 00:00:00","1067298"
"2012-05-10 00:00:00","1080794"
"2012-05-11 00:00:00","1101006"
"2012-05-12 00:00:00","1093764"
"2012-05-13 00:00:00","931686"
"2012-05-14 00:00:00","943694"
"2012-05-15 00:00:00","1012622"
"2012-05-16 00:00:00","1053820"
"2012-05-17 00:00:00","1073472"
"2012-05-18 00:00:00","1102302"
"2012-05-19 00:00:00","1055602"
"2012-05-20 00:00:00","946306"
"2012-05-21 00:00:00","966730"
"2012-05-22 00:00:00","1007848"
"2012-05-23 00:00:00","1032626"
"2012-05-24 00:00:00","1015994"
"2012-05-25 00:00:00","994262"
"2012-05-26 00:00:00","873692"
"2012-05-27 00:00:00","756666"
"2012-05-28 00:00:00","685548"
"2012-05-29 00:00:00","943850"
"2012-05-30 00:00:00","993972"
"2012-05-31 00:00:00","1022284"
"2012-06-01 00:00:00","1097604"
"2012-06-02 00:00:00","1026202"
"2012-06-03 00:00:00","904502"
"2012-06-04 00:00:00","954334"
"2012-06-05 00:00:00","1023194"
"2012-06-06 00:00:00","1046524"
"2012-06-07 00:00:00","1076026"
"2012-06-08 00:00:00","1091646"
"2012-06-09 00:00:00","1047018"
"2012-06-10 00:00:00","882096"
"2012-06-11 00:00:00","939108"
"2012-06-12 00:00:00","1016596"
"2012-06-13 00:00:00","1042040"
"2012-06-14 00:00:00","1057216"
"2012-06-15 00:00:00","1075204"
"2012-06-16 00:00:00","1014454"
"2012-06-17 00:00:00","873122"
"2012-06-18 00:00:00","908548"
"2012-06-19 00:00:00","993652"
"2012-06-20 00:00:00","1063468"
"2012-06-21 00:00:00","1101966"
"2012-06-22 00:00:00","1092032"
"2012-06-23 00:00:00","1017914"
"2012-06-24 00:00:00","889078"
"2012-06-25 00:00:00","912080"
"2012-06-26 00:00:00","970422"
"2012-06-27 00:00:00","1015100"
"2012-06-28 00:00:00","1035576"
"2012-06-29 00:00:00","1064522"
"2012-06-30 00:00:00","961692"
"2012-07-01 00:00:00","848224"
"2012-07-02 00:00:00","818486"
"2012-07-03 00:00:00","898638"
"2012-07-04 00:00:00","759130"
"2012-07-05 00:00:00","841328"
"2012-07-06 00:00:00","874696"
"2012-07-07 00:00:00","846144"
"2012-07-08 00:00:00","785704"
"2012-07-09 00:00:00","862960"
"2012-07-10 00:00:00","950378"
"2012-07-11 00:00:00","1012026"
"2012-07-12 00:00:00","1030516"
"2012-07-13 00:00:00","1056420"
"2012-07-14 00:00:00","969054"
"2012-07-15 00:00:00","893216"
"2012-07-16 00:00:00","910388"
"2012-07-17 00:00:00","1005982"
"2012-07-18 00:00:00","985716"
"2012-07-19 00:00:00","1020872"
"2012-07-20 00:00:00","1028686"
"2012-07-21 00:00:00","941380"
"2012-07-22 00:00:00","850048"
"2012-07-23 00:00:00","913426"
"2012-07-24 00:00:00","988054"
"2012-07-25 00:00:00","999486"
"2012-07-26 00:00:00","1029174"
"2012-07-27 00:00:00","1028052"
"2012-07-28 00:00:00","965004"
"2012-07-29 00:00:00","837254"
"2012-07-30 00:00:00","873504"
"2012-07-31 00:00:00","934668"
"2012-08-01 00:00:00","947758"
"2012-08-02 00:00:00","1023402"
"2012-08-03 00:00:00","1044608"
"2012-08-04 00:00:00","965984"
"2012-08-05 00:00:00","869672"
"2012-08-06 00:00:00","876924"
"2012-08-07 00:00:00","935822"
"2012-08-08 00:00:00","982310"
"2012-08-09 00:00:00","1024218"
"2012-08-10 00:00:00","1025262"
"2012-08-11 00:00:00","927798"
"2012-08-12 00:00:00","806724"
"2012-08-13 00:00:00","835272"
"2012-08-14 00:00:00","925356"
"2012-08-15 00:00:00","955734"
"2012-08-16 00:00:00","995848"
"2012-08-17 00:00:00","1015096"
"2012-08-18 00:00:00","927022"
"2012-08-19 00:00:00","776758"
"2012-08-20 00:00:00","824890"
"2012-08-21 00:00:00","905384"
"2012-08-22 00:00:00","940602"
"2012-08-23 00:00:00","982610"
"2012-08-24 00:00:00","975188"
"2012-08-25 00:00:00","913206"
"2012-08-26 00:00:00","805658"
"2012-08-27 00:00:00","819748"
"2012-08-28 00:00:00","905350"
"2012-08-29 00:00:00","920030"
"2012-08-30 00:00:00","951540"
"2012-08-31 00:00:00","957730"
"2012-09-01 00:00:00","883426"
"2012-09-02 00:00:00","777406"
"2012-09-03 00:00:00","695230"
"2012-09-04 00:00:00","913024"
"2012-09-05 00:00:00","1002300"
"2012-09-06 00:00:00","1059004"
"2012-09-07 00:00:00","1133010"
"2012-09-08 00:00:00","1117222"
"2012-09-09 00:00:00","971062"
"2012-09-10 00:00:00","937530"
"2012-09-11 00:00:00","983266"
"2012-09-12 00:00:00","1011292"
"2012-09-13 00:00:00","1052950"
"2012-09-14 00:00:00","1082726"
"2012-09-15 00:00:00","1061718"
"2012-09-16 00:00:00","905090"
"2012-09-17 00:00:00","798928"
"2012-09-18 00:00:00","914358"
"2012-09-19 00:00:00","1009766"
"2012-09-20 00:00:00","1054226"
"2012-09-21 00:00:00","1066656"
"2012-09-22 00:00:00","1089442"
"2012-09-23 00:00:00","922218"
"2012-09-24 00:00:00","840666"
"2012-09-25 00:00:00","870572"
"2012-09-26 00:00:00","880230"
"2012-09-27 00:00:00","984090"
"2012-09-28 00:00:00","1037362"
"2012-09-29 00:00:00","1095592"
"2012-09-30 00:00:00","943352"
"2012-10-01 00:00:00","880626"
"2012-10-02 00:00:00","967628"
"2012-10-03 00:00:00","998986"
"2012-10-04 00:00:00","1053860"
"2012-10-05 00:00:00","1073648"
"2012-10-06 00:00:00","1091910"
"2012-10-07 00:00:00","950818"
"2012-10-08 00:00:00","808948"
"2012-10-09 00:00:00","958522"
"2012-10-10 00:00:00","1000214"
"2012-10-11 00:00:00","1042036"
"2012-10-12 00:00:00","1113038"
"2012-10-13 00:00:00","1095552"
"2012-10-14 00:00:00","925700"
"2012-10-15 00:00:00","908342"
"2012-10-16 00:00:00","981692"
"2012-10-17 00:00:00","1008274"
"2012-10-18 00:00:00","1035608"
"2012-10-19 00:00:00","1094196"
"2012-10-20 00:00:00","1070082"
"2012-10-21 00:00:00","945232"
"2012-10-22 00:00:00","894910"
"2012-10-23 00:00:00","981010"
"2012-10-24 00:00:00","1016012"
"2012-10-25 00:00:00","1045478"
"2012-10-26 00:00:00","998878"
"2012-10-27 00:00:00","1072968"
"2012-10-28 00:00:00","860956"
"2012-10-29 00:00:00","227616"
"2012-10-30 00:00:00","363412"
"2012-10-31 00:00:00","578478"
"2012-11-01 00:00:00","670242"
"2012-11-02 00:00:00","643070"
"2012-11-03 00:00:00","878548"
"2012-11-04 00:00:00","868038"
"2012-11-05 00:00:00","841860"
"2012-11-06 00:00:00","901062"
"2012-11-07 00:00:00","887102"
"2012-11-08 00:00:00","972534"
"2012-11-09 00:00:00","1060816"
"2012-11-10 00:00:00","1106736"
"2012-11-11 00:00:00","946904"
"2012-11-12 00:00:00","854800"
"2012-11-13 00:00:00","977166"
"2012-11-14 00:00:00","983342"
"2012-11-15 00:00:00","1030564"
"2012-11-16 00:00:00","1074226"
"2012-11-17 00:00:00","1094764"
"2012-11-18 00:00:00","932626"
"2012-11-19 00:00:00","901330"
"2012-11-20 00:00:00","942740"
"2012-11-21 00:00:00","935978"
"2012-11-22 00:00:00","657982"
"2012-11-23 00:00:00","738308"
"2012-11-24 00:00:00","883628"
"2012-11-25 00:00:00","826868"
"2012-11-26 00:00:00","873540"
"2012-11-27 00:00:00","955032"
"2012-11-28 00:00:00","990806"
"2012-11-29 00:00:00","1039272"
"2012-11-30 00:00:00","1082176"
"2012-12-01 00:00:00","1139610"
"2012-12-02 00:00:00","968620"
"2012-12-03 00:00:00","907628"
"2012-12-04 00:00:00","970870"
"2012-12-05 00:00:00","1026688"
"2012-12-06 00:00:00","1039624"
"2012-12-07 00:00:00","1061462"
"2012-12-08 00:00:00","1097546"
"2012-12-09 00:00:00","975680"
"2012-12-10 00:00:00","901282"
"2012-12-11 00:00:00","990196"
"2012-12-12 00:00:00","1032882"
"2012-12-13 00:00:00","1077270"
"2012-12-14 00:00:00","1131422"
"2012-12-15 00:00:00","1110916"
"2012-12-16 00:00:00","970510"
"2012-12-17 00:00:00","952716"
"2012-12-18 00:00:00","1003400"
"2012-12-19 00:00:00","1040494"
"2012-12-20 00:00:00","1062408"
"2012-12-21 00:00:00","1077328"
"2012-12-22 00:00:00","965054"
"2012-12-23 00:00:00","737578"
"2012-12-24 00:00:00","689188"
"2012-12-25 00:00:00","455230"
"2012-12-26 00:00:00","694052"
"2012-12-27 00:00:00","803284"
"2012-12-28 00:00:00","863112"
"2012-12-29 00:00:00","885722"
"2012-12-30 00:00:00","853478"
"2012-12-31 00:00:00","907916"
"2013-01-01 00:00:00","825260"
"2013-01-02 00:00:00","786002"
"2013-01-03 00:00:00","882466"
"2013-01-04 00:00:00","956874"
"2013-01-05 00:00:00","947608"
"2013-01-06 00:00:00","807334"
"2013-01-07 00:00:00","814726"
"2013-01-08 00:00:00","883556"
"2013-01-09 00:00:00","914942"
"2013-01-10 00:00:00","975898"
"2013-01-11 00:00:00","1042796"
"2013-01-12 00:00:00","1014858"
"2013-01-13 00:00:00","885082"
"2013-01-14 00:00:00","887300"
"2013-01-15 00:00:00","993798"
"2013-01-16 00:00:00","1000130"
"2013-01-17 00:00:00","1025066"
"2013-01-18 00:00:00","1087468"
"2013-01-19 00:00:00","1021060"
"2013-01-20 00:00:00","918786"
"2013-01-21 00:00:00","769228"
"2013-01-22 00:00:00","992010"
"2013-01-23 00:00:00","1041040"
"2013-01-24 00:00:00","1066078"
"2013-01-25 00:00:00","1074376"
"2013-01-26 00:00:00","1114406"
"2013-01-27 00:00:00","941666"
"2013-01-28 00:00:00","901578"
"2013-01-29 00:00:00","954760"
"2013-01-30 00:00:00","964756"
"2013-01-31 00:00:00","1062322"
"2013-02-01 00:00:00","1134152"
"2013-02-02 00:00:00","1139554"
"2013-02-03 00:00:00","945246"
"2013-02-04 00:00:00","914186"
"2013-02-05 00:00:00","965274"
"2013-02-06 00:00:00","1012886"
"2013-02-07 00:00:00","1070210"
"2013-02-08 00:00:00","865286"
"2013-02-09 00:00:00","784012"
"2013-02-10 00:00:00","919224"
"2013-02-11 00:00:00","917894"
"2013-02-12 00:00:00","1007926"
"2013-02-13 00:00:00","1048500"
"2013-02-14 00:00:00","1054952"
"2013-02-15 00:00:00","1074258"
"2013-02-16 00:00:00","1084582"
"2013-02-17 00:00:00","1012418"
"2013-02-18 00:00:00","814208"
"2013-02-19 00:00:00","912766"
